Inputs;Outputs;Valor
bc1qr94l9z2qq4csc9pkveglluzaeddyrvmydn63uy;bc1qgzvwrrhf8ad4xjs9dt7jzmkvx20esulf8dwxt3;231679.7005
bc1qr94l9z2qq4csc9pkveglluzaeddyrvmydn63uy;15peW2NCvtQLkoFZNfFZTWb8NzjL61x44u;865979.2326
bc1qr94l9z2qq4csc9pkveglluzaeddyrvmydn63uy;bc1qgzvwrrhf8ad4xjs9dt7jzmkvx20esulf8dwxt3;210617.9096
bc1qr94l9z2qq4csc9pkveglluzaeddyrvmydn63uy;15peW2NCvtQLkoFZNfFZTWb8NzjL61x44u;787253.8478
bc1qgzvwrrhf8ad4xjs9dt7jzmkvx20esulf8dwxt3;bc1qgzvwrrhf8ad4xjs9dt7jzmkvx20esulf8dwxt3;185541.7413
bc1qgzvwrrhf8ad4xjs9dt7jzmkvx20esulf8dwxt3;15peW2NCvtQLkoFZNfFZTWb8NzjL61x44u;693523.4047
bc1qr6tgpw0yhypfw4xskfg8zrgxhacq04zpruh0vu;38J2VwyyWfbXRP64GBn7SFhttZEA8Jgjh4;579645
bc1qr6tgpw0yhypfw4xskfg8zrgxhacq04zpruh0vu;bc1qghth9hpk9ulhdtusrhu7ar33wmwhqka3wz0ra8;2346554
bc1qghth9hpk9ulhdtusrhu7ar33wmwhqka3wz0ra8;38J2VwyyWfbXRP64GBn7SFhttZEA8Jgjh4;294950
bc1qghth9hpk9ulhdtusrhu7ar33wmwhqka3wz0ra8;bc1qpzpsae6f6d9l06z8ld6pzm973ehydsa06akfcl;2046396
bc1qlgrg4cun8uvff33q9lla2pc466nk63jhykpjfm;34RnLoHKPKXzZgtSBz5isb1DTsGr5MLeFD;1447600
bc1qlgrg4cun8uvff33q9lla2pc466nk63jhykpjfm;bc1q2hzsyzvvavfhd3xttekht08jsam3qfffeswg2e;15524885
bc1q2hzsyzvvavfhd3xttekht08jsam3qfffeswg2e;34RnLoHKPKXzZgtSBz5isb1DTsGr5MLeFD;1442200
bc1q2hzsyzvvavfhd3xttekht08jsam3qfffeswg2e;bc1qm7p2wkgutfm42uzl92xgfd6wm6yljd30a064rh;14079166
bc1qx87xw6u6qcncsex7l3jd4df7cma9qjcxmk5m3t;1ZYGERx4Pj6aPkQY9KTbCYS5GayWV74Zm;61870
bc1qx87xw6u6qcncsex7l3jd4df7cma9qjcxmk5m3t;bc1q43ypcppwnum0pldwjke8ufk9u402kur968clxs;316222
bc1qakfwyn8megxa0t6hpdry5wt6x4ylx68pc5s7sp;1GreiA3Tr21ZbZviNiWavx5orNVCkzoGDg;304976
bc1qakfwyn8megxa0t6hpdry5wt6x4ylx68pc5s7sp;bc1q8y7hejav2v6xlct7lv32p49kuv34hz4vg9w5fp;1116988
bc1qtplh73ve0a25qfmtwves0p9svju3z28mxe3uxz;1Lz63oMpXtqgh9EB1JLXxhbJwMJkfPwTPG;118861
bc1qtplh73ve0a25qfmtwves0p9svju3z28mxe3uxz;bc1qa0quce6wuja0f0h33k35r78tpkl8jl6a5j6d24;32846
bc1qtunufft5s6fyaydh4vu0hn4udnr6gmeg684um5;1JiDE5Tk62aZL4my6sMKv5An7h9QJQ3H61;64015948
bc1qtunufft5s6fyaydh4vu0hn4udnr6gmeg684um5;bc1q5g2lrg26uq7ffed2pftnwlnt05ptzjky0m3252;71585269
bc1q5g2lrg26uq7ffed2pftnwlnt05ptzjky0m3252;1JiDE5Tk62aZL4my6sMKv5An7h9QJQ3H61;37028023
bc1q5g2lrg26uq7ffed2pftnwlnt05ptzjky0m3252;bc1qrn82wx9uyqe0p664yyh4fg8mvjnf5w37lhmy6y;34553820
bc1qzkr09eyqgahzuudgy4pjefv6wr5up99wx67t2x;1EU9gwSPKdyuyvBjWG6bdXiSRzJXXoAVGr;235800
bc1qzkr09eyqgahzuudgy4pjefv6wr5up99wx67t2x;bc1qf2yfm4dgrg2f4t46lpj0tecn34wzfckfsft024;982186
bc1q8r07sh0txzswf7699w6df7ha0x7prmk2583dw0;1NC9czkaWFi5W21c4gSsgp2JPHRKd3XnTt;295627
bc1q8r07sh0txzswf7699w6df7ha0x7prmk2583dw0;bc1qmay39ymrafq2hlwe04mtsmd2xm64s33m6ly8nt;2920038
bc1qezvxp3wjczrea38gxcssesmly65cy3f7upsak5;16y6Mep7XDmwQGRvx2iUqg2fa63vgcq4rX;35400
bc1qezvxp3wjczrea38gxcssesmly65cy3f7upsak5;bc1q3t47j87phmkpsdtds2pytjfns3x24tnjmstw7n;17042
bc1q6f4lsfceane9v97ap9f0lkpr9nzu9jt49z7xgl;13syqtDGQQSQ3xdQyBrEt32v3yXHtQwgJg;5852
bc1q6f4lsfceane9v97ap9f0lkpr9nzu9jt49z7xgl;bc1qjgz4wu2c0h23zkn2hg0uf3d6zyhykwl0galtng;186313
bc1qjgz4wu2c0h23zkn2hg0uf3d6zyhykwl0galtng;15CBEaMaDUthndrhQqKxcK8mBQjV2u9G6x;59000
bc1qjgz4wu2c0h23zkn2hg0uf3d6zyhykwl0galtng;bc1qqwjm5phpfsm5fc2pxykxdgaqvez3ps4n42eecm;123887
bc1q4s4lsgfer25x54susy58dpjg8lhc2yt0anepd8;19o7RibMRhKdwgMehWdZbyrCoksPdgsgfW;129558
bc1q4s4lsgfer25x54susy58dpjg8lhc2yt0anepd8;bc1qy2r8y3suahq20zlg6gcyszvr7nmzwgxc27jt8f;1737
bc1qkrqwj2w04xrfpwad9avc5qce2f0tyuepk28t6s;18xHTRqn7RDoYF58NXQNZtLDTBscc9o8Ge;105984
bc1qkrqwj2w04xrfpwad9avc5qce2f0tyuepk28t6s;bc1qe6d7ywjgemhdn4e3pkscvt7y4sq5pp39qped5c;265814
bc1qm3zvd7pu0wqwlmckj5kmx4gz67nd8yadlplz7l;15GMK4XKVw9wnBVC131h1FqLpQPRrofrmR;1168200
bc1qm3zvd7pu0wqwlmckj5kmx4gz67nd8yadlplz7l;bc1qt82p4e8s3ay7r9gnmdnxwl90g227j3eql43wh9;1239645
bc1qm2xxf6qdjsvfq9s97kh6ztt5j8fcj22jwd90ra;1FnqpHTttbT4Wr64Go5imLairM1xZiJAYY;135424
bc1qm2xxf6qdjsvfq9s97kh6ztt5j8fcj22jwd90ra;bc1q665zfraq0s9z77e668lyvylwz0mrm9yu7yk3pr;2959
bc1qgvnna8kmje4g6ppeencp8z7lc35cp4pzw2tgcr;1BD2ztzb5i4syxuvYRoFnGPBAr2ni7v6dk;294800
bc1qgvnna8kmje4g6ppeencp8z7lc35cp4pzw2tgcr;bc1qqxs5h45uyjhpkpmdv4arkhzl947vjnlyrcsz4g;80624
bc1qvg43xkph072al5vau2hu78n0pg4aen00mne7p0;15QTboxYy8ZqK9KW6iZL1XKtpEzdXNRNpT;4740109
bc1qvg43xkph072al5vau2hu78n0pg4aen00mne7p0;bc1qtr4g9kmtkfnrulmkr8upd6z726ewr3pu3ycfxp;128213
bc1q9djzscdaathelj29fltg7egwt28tadptptzrxr;1FsYG6nzLV7s6x1bct6AyspLyyjidCtbCu;206325
bc1q9djzscdaathelj29fltg7egwt28tadptptzrxr;bc1q9qg6dx0p2qsquq72zr43jqn58a0kl4sf2g6s4a;216520
bc1qmn0z7e6hwdye0g8plw29rns8yc08d2tdm9jnfc;17KybtUgP1hJgnraWd59zEXQ4Wozn2Ahgv;2574880
bc1qmn0z7e6hwdye0g8plw29rns8yc08d2tdm9jnfc;bc1qfllyun7xhtzrys39n7uv3ung9ure0v7p9gq4fg;6173410
bc1q4ypfklued8drz6rm3c407a5xggscqzj5uyxnfz;1F8zPXbhn8ddbnMLSck5Cu2n1At1wEKyvu;999986574
bc1q4ypfklued8drz6rm3c407a5xggscqzj5uyxnfz;bc1qf04c80wmsmv3t5rzmjs68fq05e2wuj53j29kfv;500411464
bc1q35xjwgk6yug5qh4djae087s43ppxsschjpkd06;bc1qkn83x9xuug3xve93zf7j0shlmzvrv0pu67rf4x;2131
bc1q35xjwgk6yug5qh4djae087s43ppxsschjpkd06;1GRXzdkWfu6dQeiSNapK4dm17NDwkGdwpm;194225
bc1qyue2sgm5fgj547n2eyfp4q8pcj3nzcu386hhvw;163pJUeJ45TFcwJfPhcU1mYXLKvyJp6vJs;590400
bc1qyue2sgm5fgj547n2eyfp4q8pcj3nzcu386hhvw;bc1qpwggc0cmtnedxz0awg4t9j5v7rq0un2qvq6499;597516
bc1qf3zu9etzvtzqdvfwahzzurtlrvmugl90xjpwq3;1DUEnYDbDN6QTudYoQJHk5koHU4ivtUL3g;176640
bc1qf3zu9etzvtzqdvfwahzzurtlrvmugl90xjpwq3;bc1qxr8p5vw86x6fasy9sdudxyx7vyz8ygzgqxsfpy;88050
bc1qcuvz847p4d6ta9z3uzhanqu6nwagukha6ktcvd;1164JRfJpFDczhPKzXG57moQeibcYX9vgY;589367
bc1qcuvz847p4d6ta9z3uzhanqu6nwagukha6ktcvd;bc1qnd7mjl45nckg5q3hppte7zx7a2fd2cz8048zrq;61222313
bc1qug63ktfsq9sn6wy93cpa25cutfpkcn9vzx2yxg;bc1qfc0xvlxel6y7cv76077cd9mgpzufc07xwu8cqd;3240
bc1qug63ktfsq9sn6wy93cpa25cutfpkcn9vzx2yxg;112LCrZpi1qVELHAtDrqhf5pnmjLNKeqwu;1779885
bc1qcw3xgurr4f46n4nw0fk8my58phjzr7g3gyaxcv;15argd8oTjjUzWnAq2W6TeHrD6kbjdmPxG;17688
bc1qcw3xgurr4f46n4nw0fk8my58phjzr7g3gyaxcv;bc1q424mm5z42qd3uvdnve55d2xzjarm8jc6kh9xz6;223620
bc1q424mm5z42qd3uvdnve55d2xzjarm8jc6kh9xz6;15argd8oTjjUzWnAq2W6TeHrD6kbjdmPxG;200600
bc1q424mm5z42qd3uvdnve55d2xzjarm8jc6kh9xz6;bc1qx6jv0zkdcn74zjzklv3ml8mmtlpxhx7n7x0nlg;19594
bc1qx3p9q0acqmjazgsnxt3mnc8pf3jdl4hsyuw7zg;1H59GcaEK3Co5cWiZwBv9jTsb4YHs7Wgef;58930
bc1qx3p9q0acqmjazgsnxt3mnc8pf3jdl4hsyuw7zg;bc1q6zcdwx5z7rqfdzmq4vvrwm584s8g9p3ra6v2aw;2292627
bc1q4putr0t8fee2vwr2fuag0xwnx4dy3epm0plg36;1KH5Y2oHqgmuH9zhzmB6S5PzvPXMbWtpFB;3629745
bc1q4putr0t8fee2vwr2fuag0xwnx4dy3epm0plg36;bc1qzeecgsa4w0nyh955nlmpaswx6fy5yzss264sg0;12376829
bc1qgkyq2x4uy6x4gyneylsykpxjv8h72l4r3y2d9x;13QkeLTixWaJnLwnEBbkBTaHF554rYXgxM;294400
bc1qgkyq2x4uy6x4gyneylsykpxjv8h72l4r3y2d9x;bc1q288f0atmn9pg2ed4tmgmxscwlxzyd0dueheeuw;21498763
bc1q3ycsvm400g4s7ar09u0uf464zvdh7zcpjh2qp2;1DyU8UyK8pdDS3e51nin9iJBq8orokGhD3;400000
bc1q3ycsvm400g4s7ar09u0uf464zvdh7zcpjh2qp2;bc1q73p5d7gpwqdsav88wx62mg23zw8phrvkk0evu3;139313
bc1qk2stnex32sj7pre5ue9js85xaqll9uxh9fh30s;bc1q4azdqjuajk8g08724wmlhnqxtzs36un8en6jz6;20889
bc1qel2x5d7t829uesnrr6yzvgcq589fswv98qrr8q;1DSiZ2s7xLVDVqbFa1myzUtVjJ7azdfse6;5516500
bc1qel2x5d7t829uesnrr6yzvgcq589fswv98qrr8q;bc1qf4wx9pvcrk9lrwv5zqy6qq977wt774npem2lf0;24269
bc1q0jajhcllmn9jj48kq8k8f3p2vvz5pqll0k3f3h;1FRuyexozxPKZD92K6jLPBmc7VY83MEHCf;294683
bc1q0jajhcllmn9jj48kq8k8f3p2vvz5pqll0k3f3h;bc1qwxp0vl9wutl2z0mc8mym9ww8rp5fnuy92fakwx;64486975
bc1qwxp0vl9wutl2z0mc8mym9ww8rp5fnuy92fakwx;1MR5ucVNB5PHgTpzjnnmmfr4CydZoCNdZg;13820645
bc1qwxp0vl9wutl2z0mc8mym9ww8rp5fnuy92fakwx;bc1qyrv355u0jg2k95gmlcpcxgat3yaalj5xx4jc4t;50662904
bc1qjep9pv7rk3ajc8jg8n8p4fgx00gr3sywmt839q;1Ls2bDvihx6Q5MzABEsvtej8VdsLUCTzQh;1492194
bc1qjep9pv7rk3ajc8jg8n8p4fgx00gr3sywmt839q;bc1qgu0a863aercsxhfng43lz2l772ze7y5zgvvx5x;7709
bc1q0k53d3lrhegnwepelkmmjh87y89e8k9nzlfd3g;1EK63GgTVwiWqZR7Zw9NeiY9jv9zdwsAKG;118609
bc1q0k53d3lrhegnwepelkmmjh87y89e8k9nzlfd3g;bc1q4nenq0vaw3wdxfp5y94pnzep4qrmfw49zlechv;432772
bc1q60d2m3vwdhamwu5x7uvh6s8vg82kgalnnchv3d;1L2UVzAMnWy4pvN6XskG86qWSTuFBbGADz;883800
bc1q60d2m3vwdhamwu5x7uvh6s8vg82kgalnnchv3d;bc1qh4t47tag4xrcmkevz6vtdhenwtm3p03fg7umr2;122133
bc1qq9qh7uqwh2uq4s64cgtgxtxawpfe82shr2kp2f;1DEqPqqp4XD7VYJa7KryHe39zqf4669n4M;29455
bc1qq9qh7uqwh2uq4s64cgtgxtxawpfe82shr2kp2f;bc1ql86qmh6w708zmvrz4yy2ar8twsyumlm5zvnpz4;488736
bc1q4htcgf45gy2nz4fwzutut3x3uas2fvklyz3yfm;1L7w3VbphAMa2TZcEwVX4ekAKk7xdBSAWr;2789754
bc1q4htcgf45gy2nz4fwzutut3x3uas2fvklyz3yfm;bc1qdk4fg7yv3kr8h3fkkttzqzdz9v9f4z08xsuk7h;1767
bc1qej0kaxz0ry9ry2r5rxfaxca38dhlkmxm3h2d7h;1AVCutuaFoCp8iyofXd4irNq3aAvGKNMTQ;294446
bc1qej0kaxz0ry9ry2r5rxfaxca38dhlkmxm3h2d7h;bc1q0v3hu4fa8pa3vzvqmkurkdkpqqrk3nkcnaf847;492859
bc1q4lty2amm64vu8zmjwtajvhvaz2a9axnj48vduq;1DvtKN47Ut7DHyNgFRVG1CJ14y52ysQ6Xv;883950
bc1q4lty2amm64vu8zmjwtajvhvaz2a9axnj48vduq;bc1qr0xt6s2vme5c7negd8cjpayrh73tturhd6tunf;2955281
bc1qklne6ccu97gj3g3lzq5t0f77v6rtmy6vlvlt3t;1Pr19qDEJ6SwSFuPb6qkSrMnHa6QLBxBZn;129756
bc1qklne6ccu97gj3g3lzq5t0f77v6rtmy6vlvlt3t;bc1qxn9g4amxl2xpns4nhu38m5wf9pm557pcens048;3673
bc1qhc77nkpm57kuudlqey2hg00zldwlq6r2kgp0kn;1chCMT6YKYB5H9NAHfj1PBT9hcP5UvF12;413000
bc1qhc77nkpm57kuudlqey2hg00zldwlq6r2kgp0kn;bc1qrdz50dfe3m2ckd882huzwt054kmlaz9w5hx0qr;8551
bc1q5tnntrrk3sy6eysp4ndsjc0epg6judlprl4u55;1NrHrd4jxox4Z96TWpnB33dBx6mqN7z3FQ;5889000
bc1q5tnntrrk3sy6eysp4ndsjc0epg6judlprl4u55;bc1qt97s5ez0hjxje8k8n2e5ptz03halfpuwe02vge;46471476
bc1q2jju69rkf2vj90ck6rprmnmg4zap90p5kp964a;19Gpouo6j1RNzX6Zqm5GT5hXHarbXx5GbG;6051645
bc1q2jju69rkf2vj90ck6rprmnmg4zap90p5kp964a;bc1qpmtj4pjsjm0y85a6jzhgcr9zlsmcte5903n06n;5154072
bc1q3f2yregxdjwc8r675q68eww78eqlga3kzrn5vh;1JGCWmZQX2nuMAwX9TuKY3anPkzpKQZFnW;11776
bc1q3f2yregxdjwc8r675q68eww78eqlga3kzrn5vh;bc1qtmdtcvdnnsfrx2fd89qcqfqutv2wwpa7w2y2sy;143736
bc1q5fhp9h4xhrqh64sd4038m6wneqtgmnk2tx0rs8;1EgNrmJhegcfmotVAS1FFSYHuUfaRRAjM1;587300
bc1q5fhp9h4xhrqh64sd4038m6wneqtgmnk2tx0rs8;bc1qk8cwr8heq4gxal08p5jeevnnldt3wj87te9z4u;2072030
bc1qfv5x46ccnmu6nar4h2cl9yqdyz75cjzmu24gpn;13Kmwg7n7jAPuSMqTXTFYxZmLTRD59598c;176925
bc1qfv5x46ccnmu6nar4h2cl9yqdyz75cjzmu24gpn;bc1qqe4wk8a2shtr7cxyc8gfqf4ezvwlccuz44yw4g;523532
bc1qvgky5fn6uqpacsnsee0w8wr5w4645fyhh7lkj4;1Kjhx65yRKVMVxxnx2GrBxiDJyWydoX5pG;533316
bc1qvgky5fn6uqpacsnsee0w8wr5w4645fyhh7lkj4;bc1qqgtlg96ng9kjxfsqhku508zmhwhlfpamwz2c7j;26627
bc1q5u0v700zxsrty43crqugkja40zu9ypwd8j8ztn;1LBeD7WAR9HJwhy9tdgAfLZFst9YeZth26;547391
bc1q5u0v700zxsrty43crqugkja40zu9ypwd8j8ztn;bc1qfw8vwt7jdk5nylx99t07zlzrmm2tqen77hy9jg;604494
bc1qzht6pru43ps6dqn0han297cyxvalyl9gzgujd7;12xNAxEvYDkg9zy7UByqkLmjQKjE8YSFUb;2359200
bc1qzht6pru43ps6dqn0han297cyxvalyl9gzgujd7;bc1q0kdydllnhfsq2flruf3huf5vk0kknerlkqhl4t;11728
bc1qhxppshyy6drxgg7aksdkrfumaau4p6hqveqpf5;195fc4wCWe2PLshjeGrA1HUciY2Lqkw8dA;89184
bc1qhxppshyy6drxgg7aksdkrfumaau4p6hqveqpf5;bc1qdpg584v0404neg86784hen4t72xgqyz39p8s7a;3432455
bc1qejcsu8ymaj8ejnsqmzp37zehc000yypw2ctcp3;14uCj7Ytt7FkNoS3nZqgrEHbuA6tGhLtYs;210764
bc1qejcsu8ymaj8ejnsqmzp37zehc000yypw2ctcp3;bc1qw9jkggnvpzx3xdyk6as04hgatxm4k8zjpped7c;848064
bc1qyf37d27vksr8jatjq6p47cuezk73l7h8vgeqqz;1EMzvpybjhPTWFsszq9bSiR8jECgkTBshC;884700
bc1qyf37d27vksr8jatjq6p47cuezk73l7h8vgeqqz;bc1qaj6uz624rcnnp8glvalrjv4zpt2u3z0fr9rrhv;20278850
bc1qa3dskj9q48h39z26g4e2htf6n9q4ep6vl50tl4;18xHTRqn7RDoYF58NXQNZtLDTBscc9o8Ge;459420
bc1qa3dskj9q48h39z26g4e2htf6n9q4ep6vl50tl4;bc1qpmhqqdkpwxj5ngfvefjs7au24pexnp6y3hwd79;122547
bc1qyf7f6c429wagjrxs53czwqyzudpj093ykpen09;1CZLLHou4PhfGiq2W6a9tsLMavhGeQYbfc;584700
bc1qyf7f6c429wagjrxs53czwqyzudpj093ykpen09;bc1qrjyw8u82hqq5gkffl6pgr4azv0ydfsapktawy2;2573397
bc1qmxezxcrkspqgdg5h5vc0hxjkgeh44ttzfl87jf;1NAcR8yN3PPuTVNJsVgB25jv2mXxzYxnFP;164668
bc1qmxezxcrkspqgdg5h5vc0hxjkgeh44ttzfl87jf;bc1qywv2zcx85sennnmnfu5m3em9x45gc3y7u4pnsh;512785
bc1q4p5n3kh7kzqvt7x75t52gxhfxrvyn6hjxkwy6a;146QbsBZZuGRjTGLLcUYh6x5J5V3EKPWyc;495432
bc1q4p5n3kh7kzqvt7x75t52gxhfxrvyn6hjxkwy6a;bc1q9gyynznl4ra7mnnl3nh0w3rhrk70tmnv7xlawn;3783
bc1qlrm7x9ehs4h3fj87pfldj6yrd397s8a3tgelrx;1ECmcPp8oY2qSqxhnLMeoz3sgEd4q4HMwQ;294400
bc1qlrm7x9ehs4h3fj87pfldj6yrd397s8a3tgelrx;bc1qhtqtkpgjuhpjpcq7uv6ndl3h0zxhtfl2qk92y9;5911654
bc1qn67h9hy09h86cp9lku65xl56yhkdulmdy8ux80;1DTgArBgKT8N5nF6yVVcrXYBKjMYr3TvV8;2947500
bc1qn67h9hy09h86cp9lku65xl56yhkdulmdy8ux80;bc1ql2gh94nh8a950nlqaz8w59um24jdy4u7k35p2l;2796719
bc1ql2gh94nh8a950nlqaz8w59um24jdy4u7k35p2l;1FDxnoM6TPpSETaqt8KGbUb7tKKXgd4kvH;23568
bc1ql2gh94nh8a950nlqaz8w59um24jdy4u7k35p2l;bc1q3dwvetnz8zjhkpeyjx5zn5dx0psjmtcg90jtt6;2769725
bc1q8sdt37puhaz7su84zptdnhwjjpzah673zmx8ye;1Fis9oHXwyeTAbmkfASTcmREajzxHihHW5;1766400
bc1q8sdt37puhaz7su84zptdnhwjjpzah673zmx8ye;bc1qvpfdu45k4akru46q7azfuu886zwkv3jeqrrf2t;88054
bc1q2yr9s5p7xmee9xrn5432t28m28v4gx9hwyp36q;1Jw4HGLQawwSf8EMt779vMLqiZRUaG1LKK;663593
bc1q2yr9s5p7xmee9xrn5432t28m28v4gx9hwyp36q;bc1q7jh6uwx02fg8lhj572jjh7hjat8ea9tchyt3ps;16946346
bc1q029u5u3g6gzx4am59j0ec837308kkx3rj9tax2;1KDsgaWEaMeyNxqY4KW9Dj5UdWD9okGWtV;10000
bc1q029u5u3g6gzx4am59j0ec837308kkx3rj9tax2;bc1qarupv8gmwmxr5n5qjp2t33lx8gmaz9pstm86dj;919806
bc1qz7953tyrs2a28lgmej670qrfh2l45xc3a8znn3;19E3st1aSkr1V2VTkgMRaTV9oHxT6tD7Rv;2362800
bc1qz7953tyrs2a28lgmej670qrfh2l45xc3a8znn3;bc1q25pq76e5klztxasfpr62cem7sez5lrjzz2ml5h;4742666
bc1q25pq76e5klztxasfpr62cem7sez5lrjzz2ml5h;1QAFaEDZirVn23gJXkb4DdWrUs8kZrmmnx;4125100
bc1q25pq76e5klztxasfpr62cem7sez5lrjzz2ml5h;bc1qlhnr74hv7sg99nmh3kvkt7380c6n9ssn4e4mam;614140
bc1q9zpl46l4wktd0ytyvuf6x766l4clet2d0uqnxz;1DhjGVoxxRyJVus19ss1TQrqw4KenbD2Ck;235800
bc1q9zpl46l4wktd0ytyvuf6x766l4clet2d0uqnxz;bc1qfgtk2ls4qpzcyxxkxt82rh8les5fct6dau3z4v;608230
bc1q8n3qgucspzllaxhnvvtsj5qgqh3zx0pt3hlskq;14YZVMMXLCDKH1LtRgmhMgT13SraX7swwj;235720
bc1q8n3qgucspzllaxhnvvtsj5qgqh3zx0pt3hlskq;bc1qfv6evrkep4j5nvl8s5q4geytmx409wtd8j0gsr;736283
bc1q730cfa5de9spc9wmlzs33sm9ceu56effz85kvg;171hvVRdonreLaXt3MqoshdU6kvDDfKpZj;5892
bc1q730cfa5de9spc9wmlzs33sm9ceu56effz85kvg;bc1qpyvxtdhq5ktppluj4t9496pcskv86hx06g7twl;1211852
bc1qpyvxtdhq5ktppluj4t9496pcskv86hx06g7twl;171hvVRdonreLaXt3MqoshdU6kvDDfKpZj;588900
bc1qpyvxtdhq5ktppluj4t9496pcskv86hx06g7twl;bc1quxuyulcmd850hys3zxp4hymgktr4j66ecp3fvg;619526
bc1qlt7g3l4597kg6jq35ftkst993exm94xmr0scr0;1HgaMoiPz559ASttBbiFoMvyrjVSe1Vmfk;883500
bc1qlt7g3l4597kg6jq35ftkst993exm94xmr0scr0;bc1qur08jgnhelzv2mvlpjav3n5aftqvagqschthe5;3339954
bc1qf6qfenugfjk9yysnhrd9vxwuwmadxn32m93jws;17BQSKQRJrGhB5pCts5jrdb2Nbf3rJkB3N;87570
bc1qf6qfenugfjk9yysnhrd9vxwuwmadxn32m93jws;bc1qes7876uz3v6z6s26qmyz9jj2l0cpxtmrfnn8er;1592563
bc1qnt7u3qdq77g0vsek43lx6ukzt3c0hfz0kw7x59;1H7hpwHEefKBF54TFt1UxsS5CurTqvFMve;188416
bc1qnt7u3qdq77g0vsek43lx6ukzt3c0hfz0kw7x59;bc1q4mjeqdf6a8vfhmg00ddlpyxlucm8pg6mntj4zc;38355
bc1q3d4r36q7suhkpek9pfpx3smkgp9nfy5mzqj03g;14n4c7uXD7PePDLjP2GvMmaY14w9dXVzks;294400
bc1q3d4r36q7suhkpek9pfpx3smkgp9nfy5mzqj03g;bc1qzhjpy7u0x9qyg7f7szppvnsgvutxusvdl38adq;550812
bc1q8vg8kxwngafeguym0gqm4ag8w4v6c3cpar63zt;bc1qsh7vpq62uudwv5lv9eduakjfvcnkjl2fcg2us0;1196141
bc1q8vg8kxwngafeguym0gqm4ag8w4v6c3cpar63zt;1NFnyM2FYgbBfwgmJwzj7hWPZPQemXGbXW;13560433
bc1qsh7vpq62uudwv5lv9eduakjfvcnkjl2fcg2us0;1864evBz5Np6ac4VDudwrJBzL2D4fEj2MT;323787
bc1qsh7vpq62uudwv5lv9eduakjfvcnkjl2fcg2us0;bc1q32anupmq8c9jgm2ynwcyw3jlw4v9n5em5hpyj0;868928
bc1q3dwvetnz8zjhkpeyjx5zn5dx0psjmtcg90jtt6;1FDxnoM6TPpSETaqt8KGbUb7tKKXgd4kvH;2739780
bc1q3dwvetnz8zjhkpeyjx5zn5dx0psjmtcg90jtt6;bc1qs5tvt7r6v8a8352njqpnf3l5n0am5xa9z6ha7s;26519
bc1qwpfsxssrhrvd0dkzsyycrpq5p6fkzn62u0yspn;1BbDY7GnHyurxZRB78LWnoVQt51AcXcHor;210764
bc1qwpfsxssrhrvd0dkzsyycrpq5p6fkzn62u0yspn;bc1qsyeyjmv7ljkwc3y4s3c4pmfhweyq99tzdwl640;703468
bc1qvn6w3meecdqhrake7g078hfpya4d70exue7fpz;1G3v2n1ydVGzFm3rn7Phi3iKSA6qCQEjSi;218226
bc1qvn6w3meecdqhrake7g078hfpya4d70exue7fpz;bc1qthtsjjle3mul40fkngrkplucdardsd3kq4d3ge;51557
bc1qws4yeup4vnkxwpmw43jmwy7wkxv5t4qfw806qd;1JGCWmZQX2nuMAwX9TuKY3anPkzpKQZFnW;265005
bc1qws4yeup4vnkxwpmw43jmwy7wkxv5t4qfw806qd;bc1qtcslxntm4wtwx53qdvqau9ucar4hn5q69ukd24;293861
bc1qtmdtcvdnnsfrx2fd89qcqfqutv2wwpa7w2y2sy;1JGCWmZQX2nuMAwX9TuKY3anPkzpKQZFnW;135447
bc1qtmdtcvdnnsfrx2fd89qcqfqutv2wwpa7w2y2sy;bc1qra7cm3dhqdhuz44eu35jmvxrqse4g3xgvp6sep;4863
bc1q2nxjmmnz9xt84u34gvtw390xl9wck5xd3nfta3;16zqAn7UsJD1ef96B2fquc7XGqAFx35wu9;618975
bc1q2nxjmmnz9xt84u34gvtw390xl9wck5xd3nfta3;bc1qgq3lrvpe9kmtut6fuusj4txa645uvt84qseey0;1866672
bc1qdj8u4u6dej9zmvqj76ju2ylp9wthw94pqr44rk;18SwEE52VtFJFujUWqLU4jjYtoS3MBJohQ;589500
bc1qdj8u4u6dej9zmvqj76ju2ylp9wthw94pqr44rk;bc1qzdkelht0srn5a36rc32prq40ywxzujmeru7kss;10203224
bc1qaxte2ld4thyjsptaxamrgg54gvc93eg6q7jp0e;147vtHRqMKMtuajgSEa5ahZCQsvZxyRwre;1209500
bc1qaxte2ld4thyjsptaxamrgg54gvc93eg6q7jp0e;bc1qmvlcsggpsnc3uryel2k0qu9xmmfhzcv4rg6mpt;4163536
bc1qm890wpk44dkd9m2t9svsj3ll4d7445g8klkytz;1HCviP4BjEBJTYLGCfNKS47bzrXQywzJ9o;625294
bc1qm890wpk44dkd9m2t9svsj3ll4d7445g8klkytz;bc1qdns9rgma39s8lnqt9fhv6fwmrmt7jye7xnnagq;2104
bc1qs8vw5ffpw53l8nd30r7uaqkqtlpmj033pv0jvy;1DvtKN47Ut7DHyNgFRVG1CJ14y52ysQ6Xv;350220
bc1qs8vw5ffpw53l8nd30r7uaqkqtlpmj033pv0jvy;bc1qrd9d77mlg9vvrcwjqdvf26uht6x6x9vzysctay;35353
